"tier","agency","principal__l1","shop_id","is_cbp","offsite__managed","paid_ads__managed","metrics","grass_month","month","actual_2021","target_2022"
"Tier 1","GroupM","KC","35284879","CBP","1","1","others","2021-08-01 00:00:00.0","8","0.6","0.96"
"Tier 1","GroupM","Unilever","26947756","CBP","1","1","google","2021-06-01 00:00:00.0","6","3540.779999999999","5665.247999999999"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","fb cpas","2021-03-01 00:00:00.0","3","1321.6000000000004","4361.280000000001"
"Tier 2","1 Digital","Huawei","93963889","CBP","0","0","google","2021-05-01 00:00:00.0","5","0.0","0.0"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","fb non cpas","2021-12-01 00:00:00.0","12","605.8","1999.1399999999996"
"Tier 1","Publicis","L'Oreal ACD","37147137","CBP","1","1","google","2021-11-01 00:00:00.0","11","2159.8","3455.6800000000003"
"Tier 1","Dentsu","RB Health","61792033","CBP","1","0","fb non cpas","2021-01-01 00:00:00.0","1","354.42999999999995","567.088"
"Tier 1","Dentsu","Glico","322645754","Non CBP","1","0","fb cpas","2021-07-01 00:00:00.0","7","345.44999999999993","1139.9849999999997"
"Tier 2","OnPoint","CJ","253598734","Non CBP","1","1","fb cpas","2021-02-01 00:00:00.0","2","61.600000000000016","203.28000000000003"
"Tier 1","GroupM","OPPO","25452983","Non CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","1429.0499999999997","4715.864999999999"
"Tier 1","GroupM","Coca-cola","111656812","Non CBP","1","1","others","2021-11-01 00:00:00.0","11","5.4","17.82"
"Tier 1","GroupM","Nestlé","269296276","CBP","1","1","fb non cpas","2021-12-01 00:00:00.0","12","448.3999999999999","717.4399999999999"
"Tier 2","PMAX","Unilever","219192749","CBP","1","0","fb cpas","2021-10-01 00:00:00.0","10","2913.749999999999","4661.999999999999"
"Tier 1","GroupM","P&G","89960894","CBP","1","1","fb non cpas","2021-05-01 00:00:00.0","5","375.36000000000007","600.5760000000001"
"Tier 1","GroupM","OPPO","25452983","Non CBP","1","1","fb non cpas","2021-06-01 00:00:00.0","6","8.97","29.601"
"Tier 1","Dentsu","Mentholatum","59597911","CBP","1","0","fb cpas","2021-12-01 00:00:00.0","12","7900.9","12641.44"
"Tier 2","1 Digital","Seagate","279742060","Non CBP","0","0","fb non cpas","2021-03-01 00:00:00.0","3","0.0","0.0"
"Tier 2","OnPoint","Shiseido Prestige","392896126","Non CBP","0","0","fb non cpas","2021-04-01 00:00:00.0","4","0.0","0.0"
"Tier 1","OMD","LG Electronics","95303264","CBP","1","1","fb cpas","2021-10-01 00:00:00.0","10","2058.0","3292.8"
"Tier 2","OnPoint","Hafele","362649986","Non CBP","0","0","fb cpas","2021-10-01 00:00:00.0","10","0.0","0.0"
"Tier 1","GroupM","Colgate-Palmolive Vietnam","130860061","CBP","1","1","fb cpas","2021-02-01 00:00:00.0","2","1498.56","2397.696"
"Tier 1","GroupM","Perfetti Van Melle","240741596","Non CBP","1","1","fb cpas","2021-10-01 00:00:00.0","10","472.84999999999997","1560.4049999999997"
"Tier 2","1 Digital","Huawei","93963889","CBP","0","0","google","2021-07-01 00:00:00.0","7","0.0","0.0"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","fb non cpas","2021-04-01 00:00:00.0","4","5663.519999999999","18689.615999999995"
"Tier 1","GroupM","KC","35284879","CBP","1","1","fb cpas","2021-08-01 00:00:00.0","8","1131.2","1809.92"
"Tier 2","OnPoint","Panasonic","189431669","CBP","0","1","google","2021-05-01 00:00:00.0","5","0.0","0.0"
"Tier 1","GroupM","Xiaomi","191065034","Non CBP","1","1","others","2021-07-01 00:00:00.0","7","1.9999999999999998","6.599999999999999"
"Tier 1","Publicis","Samsung","65589552","CBP","1","1","fb cpas","2021-10-01 00:00:00.0","10","25097.449999999997","40155.92"
"Tier 1","Publicis","Samsung","65589552","CBP","1","1","fb non cpas","2021-07-01 00:00:00.0","7","3963.9999999999995","6342.4"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","others","2021-12-01 00:00:00.0","12","47.1","155.43"
"Tier 2","OnPoint","Gunam","372959333","Non CBP","0","0","fb non cpas","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 2","OnPoint","Gunam","372959333","Non CBP","0","0","fb cpas","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","GroupM","Sanofi","165026318","Non CBP","1","1","others","2021-10-01 00:00:00.0","10","0.6","1.9799999999999998"
"Tier 1","Dentsu","Mentholatum","164940823","CBP","1","0","fb cpas","2021-12-01 00:00:00.0","12","0.7","1.1199999999999999"
"Tier 2","Intrepid","supersportsvn","82611496","Non CBP","1","0","fb cpas","2021-07-01 00:00:00.0","7","1086.25","3584.625"
"Tier 2","OnPoint","Hafele","362649986","Non CBP","0","0","fb cpas","2021-07-01 00:00:00.0","7","0.0","0.0"
"Tier 1","OMD","Sanofi","165026318","Non CBP","1","1","google","2021-06-01 00:00:00.0","6","1.6199999999999997","5.345999999999998"
"Tier 2","PMAX","Logitech","52679373","Non CBP","1","0","fb non cpas","2021-10-01 00:00:00.0","10","244.0","805.1999999999999"
"Tier 1","Publicis","L'Oreal ACD","37251700","CBP","1","1","others","2021-02-01 00:00:00.0","2","0.3","0.48"
"Tier 2","PMAX","Unilever","219192749","CBP","1","0","fb non cpas","2021-09-01 00:00:00.0","9","0.2","0.32000000000000006"
"Tier 1","GroupM","Unicharm","63522286","CBP","1","1","google","2021-10-01 00:00:00.0","10","2056.0000000000005","3289.600000000001"
"Tier 1","Dentsu","RB Health","61963112","CBP","1","0","others","2021-12-01 00:00:00.0","12","337.04999999999995","539.28"
"Tier 1","GroupM","Colgate-Palmolive Vietnam","130860061","CBP","1","1","google","2021-02-01 00:00:00.0","2","1837.62","2940.192"
"Tier 2","OnPoint","Panasonic","189431669","CBP","0","1","others","2021-11-01 00:00:00.0","11","0.0","0.0"
"Tier 1","GroupM","Shiseido CPC","27495213","CBP","1","1","fb non cpas","2021-03-01 00:00:00.0","3","1090.2","1744.3200000000002"
"Tier 1","GroupM","Mars Petcare","55064572","Non CBP","1","1","fb non cpas","2021-05-01 00:00:00.0","5","14.260000000000005","47.058000000000014"
"Tier 1","Dentsu","GroupSEB","254657873","CBP","1","0","google","2021-06-01 00:00:00.0","6","12.239999999999995","19.583999999999993"
"Tier 2","PMAX","Lock&Lock","55771655","CBP","1","1","google","2021-11-01 00:00:00.0","11","4798.799999999998","7678.079999999998"
"Tier 1","GroupM","Unilever","344198140","CBP","1","1","fb cpas","2021-11-01 00:00:00.0","11","2599.7999999999997","4159.679999999999"
"Tier 1","Dentsu","Mentholatum","59597911","CBP","1","0","others","2021-12-01 00:00:00.0","12","3874.7999999999997","6199.68"
"Tier 1","GroupM","Colgate-Palmolive Vietnam","130860061","CBP","1","1","others","2021-12-01 00:00:00.0","12","2541.45","4066.3199999999997"
"Tier 1","Dentsu","Mentholatum","59597911","CBP","1","0","google","2021-05-01 00:00:00.0","5","189.0","302.40000000000003"
"Tier 1","Publicis","L'Oreal ACD","37147137","CBP","1","1","fb cpas","2021-06-01 00:00:00.0","6","4586.4000000000015","7338.2400000000025"
"Tier 1","GroupM","Sanofi","165026318","Non CBP","1","1","fb cpas","2021-01-01 00:00:00.0","1","2811.4800000000014","9277.884000000004"
"Tier 1","Publicis","Samsung","65589552","CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","29373.4","46997.44"
"Tier 1","GroupM","Fonterra","135890280","CBP","1","1","google","2021-03-01 00:00:00.0","3","0.54","0.8640000000000001"
"Tier 1","OMD","Beiersdorf","82297261","Non CBP","1","1","others","2021-06-01 00:00:00.0","6","1.4999999999999998","4.949999999999999"
"Tier 1","GroupM","Fonterra","135890280","CBP","1","1","google","2021-07-01 00:00:00.0","7","564.6","903.3600000000001"
"Tier 1","Dentsu","Glico","322645754","Non CBP","1","0","fb cpas","2021-11-01 00:00:00.0","11","176.39999999999998","282.23999999999995"
"Tier 1","Dentsu","Mentholatum","59597911","CBP","1","0","google","2021-08-01 00:00:00.0","8","9368.6","14989.760000000002"
"Tier 1","GroupM","FCV","127691603","Non CBP","1","1","fb non cpas","2021-12-01 00:00:00.0","12","429.6","1417.68"
"Tier 1","GroupM","Unicharm","63524190","CBP","1","1","others","2021-02-01 00:00:00.0","2","11.250000000000004","18.000000000000007"
"Tier 1","OMD","Beiersdorf","61922582","Non CBP","1","1","fb cpas","2021-04-01 00:00:00.0","4","4311.160000000001","14226.828000000001"
"Tier 1","GroupM","OPPO","25452983","Non CBP","1","1","others","2021-12-01 00:00:00.0","12","1416.1999999999996","4673.459999999998"
"Tier 1","OMD","LG Electronics","95303264","CBP","1","1","fb non cpas","2021-08-01 00:00:00.0","8","0.4","0.6400000000000001"
"Tier 2","Intrepid","Panasonic","189431669","CBP","0","1","google","2021-02-01 00:00:00.0","2","0.0","0.0"
"Tier 1","GroupM","Fonterra","139272103","Non CBP","1","1","fb cpas","2021-04-01 00:00:00.0","4","1.12","3.696"
"Tier 1","GroupM","FCV","127691603","Non CBP","1","1","fb cpas","2021-03-01 00:00:00.0","3","0.28","0.924"
"Tier 1","GroupM","Unilever","26947756","CBP","1","1","others","2021-08-01 00:00:00.0","8","11464.649999999998","18343.44"
"Tier 1","GroupM","Shiseido CPC","27495213","CBP","1","1","others","2021-07-01 00:00:00.0","7","6201.749999999998","9922.799999999997"
"Tier 1","GroupM","Nestlé","108166524","CBP","1","1","google","2021-08-01 00:00:00.0","8","1336.4000000000003","2138.2400000000007"
"Tier 2","Intrepid","Panasonic","189431669","CBP","0","1","fb cpas","2021-04-01 00:00:00.0","4","0.0","0.0"
"Tier 1","GroupM","Coca-cola","111656812","Non CBP","1","1","others","2021-08-01 00:00:00.0","8","5.849999999999999","19.304999999999996"
"Tier 1","OMD","Yankee","347687037","Non CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","67.8","223.73999999999998"
"Tier 2","OnPoint","Unilever International","39232661","CBP","0","1","fb non cpas","2021-02-01 00:00:00.0","2","0.0","0.0"
"Tier 1","GroupM","Nestlé","108166524","CBP","1","1","google","2021-10-01 00:00:00.0","10","3320.800000000001","5313.2800000000025"
"Tier 1","GroupM","P&G","90366612","CBP","1","1","others","2021-07-01 00:00:00.0","7","4.05","6.48"
"Tier 1","Dentsu","KAO","158660528","CBP","1","0","fb cpas","2021-11-01 00:00:00.0","11","192.15","307.44000000000005"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","fb non cpas","2021-04-01 00:00:00.0","4","1249.3600000000004","1998.9760000000006"
"Tier 1","GroupM","OPPO","25452983","Non CBP","1","1","fb cpas","2021-11-01 00:00:00.0","11","2132.55","7037.415"
"Tier 1","GroupM","Shiseido CPC","27495213","CBP","1","1","google","2021-11-01 00:00:00.0","11","13344.0","21350.4"
"Tier 1","GroupM","Unicharm","63521925","CBP","1","1","others","2021-07-01 00:00:00.0","7","14.400000000000002","23.040000000000006"
"Tier 2","OnPoint","Shiseido Prestige","392896126","Non CBP","0","0","fb cpas","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","GroupM","Huawei","93963889","CBP","1","1","others","2021-09-01 00:00:00.0","9","2219.6000000000004","3551.3600000000006"
"Tier 1","Publicis","L'Oreal ACD","37251700","CBP","1","1","google","2021-07-01 00:00:00.0","7","4.600000000000001","7.360000000000003"
"Tier 1","GroupM","KC","35284879","CBP","1","1","google","2021-12-01 00:00:00.0","12","1029.0","1646.4"
"Tier 1","Publicis","L'Oreal PPD","487013605","Non CBP","1","1","others","2021-11-01 00:00:00.0","11","257.85","850.905"
"Tier 2","PMAX","Hafele","362649986","Non CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","965.9999999999999","3187.7999999999993"
"Tier 2","Intrepid","Panasonic","189431669","CBP","0","1","fb non cpas","2021-10-01 00:00:00.0","10","0.0","0.0"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","others","2021-06-01 00:00:00.0","6","45.900000000000006","151.47"
"Tier 1","Dentsu","Mentholatum","164940823","CBP","1","0","fb non cpas","2021-03-01 00:00:00.0","3","131.79","210.864"
"Tier 1","GroupM","Perfetti Van Melle","240741596","Non CBP","1","1","fb non cpas","2021-07-01 00:00:00.0","7","8.000000000000002","26.400000000000006"
"Tier 2","Intrepid","Colgate Palmolive","130860061","CBP","0","0","others","2021-09-01 00:00:00.0","9","0.0","0.0"
"Tier 2","OnPoint","Brother","310986511","Non CBP","0","1","fb non cpas","2021-04-01 00:00:00.0","4","0.0","0.0"
"Tier 1","GroupM","Xiaomi","191065034","Non CBP","1","1","google","2021-05-01 00:00:00.0","5","7.019999999999999","23.165999999999993"
"Tier 1","OMD","Beiersdorf","82297261","Non CBP","1","1","others","2021-08-01 00:00:00.0","8","1.8","5.9399999999999995"
"Tier 1","GroupM","P&G","90366612","CBP","1","1","others","2021-08-01 00:00:00.0","8","0.75","1.2000000000000002"
"Tier 2","PMAX","Lock&Lock","55771655","CBP","1","1","others","2021-06-01 00:00:00.0","6","2.9999999999999996","4.8"
"Tier 1","Publicis","L'Oreal CPD","37252407","CBP","1","1","google","2021-08-01 00:00:00.0","8","1.2","1.92"
"Tier 1","GroupM","Electrolux","331346099","Non CBP","1","1","fb cpas","2021-02-01 00:00:00.0","2","0.0","0.0"
"Tier 1","Publicis","L'Oreal PPD","487013605","Non CBP","1","1","others","2021-08-01 00:00:00.0","8","0.6","1.9799999999999998"
"Tier 1","GroupM","Xiaomi","191065034","Non CBP","1","1","fb cpas","2021-02-01 00:00:00.0","2","0.0","0.0"
"Tier 1","Dentsu","Mentholatum","164940823","CBP","1","0","others","2021-12-01 00:00:00.0","12","0.3","0.48"
"Tier 1","GroupM","Unilever","111138057","CBP","1","1","others","2021-08-01 00:00:00.0","8","28195.200000000004","45112.32000000001"
"Tier 1","GroupM","Shiseido CPC","58411241","CBP","1","1","others","2021-10-01 00:00:00.0","10","326.85","522.96"
"Tier 1","GroupM","Shiseido CPC","58411241","CBP","1","1","others","2021-07-01 00:00:00.0","7","432.8999999999999","692.6399999999999"
"Tier 1","GroupM","P&G","89960894","CBP","1","1","fb cpas","2021-03-01 00:00:00.0","3","2583.0","4132.8"
"Tier 2","OnPoint","BRAND’S Suntory","295384841","Non CBP","0","0","fb non cpas","2021-04-01 00:00:00.0","4","0.0","0.0"
"Tier 1","Dentsu","GroupSEB","254657873","CBP","1","0","google","2021-03-01 00:00:00.0","3","22.499999999999986","35.99999999999998"
"Tier 1","GroupM","Unicharm","63522286","CBP","1","1","others","2021-01-01 00:00:00.0","1","8.700000000000001","13.920000000000002"
"Tier 2","OnPoint","Shiseido Prestige","392896126","Non CBP","0","0","others","2021-07-01 00:00:00.0","7","0.0","0.0"
"Tier 2","OnPoint","Panasonic","189431669","CBP","0","1","fb cpas","2021-10-01 00:00:00.0","10","0.0","0.0"
"Tier 1","OMD","SC Johnson","340382054","Non CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","1321.6000000000004","4361.280000000001"
"Tier 1","Publicis","Samsung","65589552","CBP","1","1","google","2021-04-01 00:00:00.0","4","5703.84","9126.144"
"Tier 1","Dentsu","Mentholatum","59597911","CBP","1","0","fb cpas","2021-05-01 00:00:00.0","5","37.52","60.03200000000001"
"Tier 2","OnPoint","Unilever International","39232661","CBP","0","1","fb cpas","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","OMD","LG Electronics","95303264","CBP","1","1","fb cpas","2021-04-01 00:00:00.0","4","3012.9","4820.64"
"Tier 1","GroupM","Unicharm","63522286","CBP","1","1","fb cpas","2021-07-01 00:00:00.0","7","3775.4499999999994","6040.719999999999"
"Tier 1","Dentsu","Philips","284593651","CBP","1","1","fb cpas","2021-08-01 00:00:00.0","8","7225.050000000001","11560.080000000002"
"Tier 1","Dentsu","Glico","322645754","Non CBP","1","0","others","2021-07-01 00:00:00.0","7","494.09999999999997","1630.5299999999997"
"Tier 1","Dentsu","RB Health","61963112","CBP","1","0","google","2021-06-01 00:00:00.0","6","1483.56","2373.696"
"Tier 1","Publicis","L'Oreal ACD","37251700","CBP","1","1","fb cpas","2021-02-01 00:00:00.0","2","4392.639999999999","7028.223999999999"
"Tier 2","PMAX","Logitech","52679373","Non CBP","1","0","fb cpas","2021-10-01 00:00:00.0","10","2976.3999999999996","9822.119999999999"
"Tier 1","GroupM","Colgate-Palmolive Vietnam","130860061","CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","18511.85","29618.96"
"Tier 2","OnPoint","CJ","253598734","Non CBP","1","1","fb cpas","2021-10-01 00:00:00.0","10","775.2500000000001","2558.3250000000003"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","fb cpas","2021-11-01 00:00:00.0","11","1115.4499999999998","3680.984999999999"
"Tier 2","PMAX","Lock&Lock","55771655","CBP","1","1","google","2021-07-01 00:00:00.0","7","6370.999999999999","10193.599999999999"
"Tier 1","Dentsu","GroupSEB","254657873","CBP","1","0","others","2021-08-01 00:00:00.0","8","30.800000000000008","49.280000000000015"
"Tier 1","GroupM","Shiseido CPC","106909158","CBP","1","1","google","2021-04-01 00:00:00.0","4","0.36","0.576"
"Tier 1","Publicis","Abbott","148045025","CBP","1","1","fb cpas","2021-06-01 00:00:00.0","6","1.12","1.7920000000000003"
"Tier 1","GroupM","Unicharm","63524190","CBP","1","1","others","2021-11-01 00:00:00.0","11","256.5","410.40000000000003"
"Tier 2","OnPoint","L'Oreal PPD","487013605","Non CBP","0","0","fb non cpas","2021-08-01 00:00:00.0","8","0.0","0.0"
"Tier 1","OMD","HP","142007769","Non CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","0.4","1.32"
"Tier 1","GroupM","Huawei","93963889","CBP","1","1","fb cpas","2021-08-01 00:00:00.0","8","4407.9000000000015","7052.640000000003"
"Tier 1","OMD","Beiersdorf","61922582","Non CBP","1","1","others","2021-03-01 00:00:00.0","3","6415.35","21170.655"
"Tier 1","Dentsu","Panasonic","189431669","CBP","1","0","google","2021-10-01 00:00:00.0","10","2740.5999999999995","4384.959999999999"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","google","2021-12-01 00:00:00.0","12","1234.8000000000006","1975.6800000000012"
"Tier 1","OMD","Star Kombucha","218106617","Non CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","650.65","2147.145"
"Tier 2","OnPoint","Panasonic","189431669","CBP","0","1","fb cpas","2021-04-01 00:00:00.0","4","0.0","0.0"
"Tier 1","GroupM","Unicharm","63521925","CBP","1","1","others","2021-10-01 00:00:00.0","10","1062.6000000000001","1700.1600000000003"
"Tier 1","Dentsu","RB Health","328910017","Non CBP","1","0","others","2021-09-01 00:00:00.0","9","24.89999999999999","39.83999999999999"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","google","2021-05-01 00:00:00.0","5","1949.9399999999987","3119.903999999998"
"Tier 1","Dentsu","Mentholatum","59597911","CBP","1","0","fb non cpas","2021-09-01 00:00:00.0","9","11.2","17.919999999999998"
"Tier 2","PMAX","Lock&Lock","55771655","CBP","1","1","fb non cpas","2021-03-01 00:00:00.0","3","3141.7999999999997","5026.88"
"Tier 1","Dentsu","Mentholatum","95753434","CBP","1","0","google","2021-10-01 00:00:00.0","10","1551.0000000000002","2481.6000000000004"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","others","2021-08-01 00:00:00.0","8","156.89999999999998","251.03999999999996"
"Tier 1","GroupM","KC","35284879","CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","16392.250000000004","26227.600000000006"
"Tier 1","OMD","Sanofi","165026318","Non CBP","1","1","fb cpas","2021-06-01 00:00:00.0","6","1113.0","3672.8999999999996"
"Tier 1","OMD","LG Electronics","95303264","CBP","1","1","others","2021-11-01 00:00:00.0","11","5.200000000000002","8.320000000000004"
"Tier 1","GroupM","Mars Petcare","55064572","Non CBP","1","1","google","2021-11-01 00:00:00.0","11","1923.6","6347.879999999999"
"Tier 1","GroupM","Xiaomi","191065034","Non CBP","1","1","google","2021-08-01 00:00:00.0","8","4.200000000000002","13.860000000000007"
"Tier 1","GroupM","P&G","148910286","CBP","1","1","others","2021-07-01 00:00:00.0","7","651.4499999999998","1042.3199999999997"
"Tier 2","PMAX","LG Beauty","199300768","CBP","1","0","google","2021-12-01 00:00:00.0","12","2.8000000000000003","4.48"
"Tier 1","Publicis","L'Oreal ACD","37147137","CBP","1","1","google","2021-10-01 00:00:00.0","10","0.4","0.6400000000000001"
"Tier 1","GroupM","Shiseido CPC","106909158","CBP","1","1","fb cpas","2021-05-01 00:00:00.0","5","783.9999999999999","1254.3999999999999"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","fb non cpas","2021-12-01 00:00:00.0","12","29.800000000000004","98.34"
"Tier 1","GroupM","P&G","90366612","CBP","1","1","fb non cpas","2021-07-01 00:00:00.0","7","1332.8","2132.48"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","google","2021-04-01 00:00:00.0","4","998.82","1598.112"
"Tier 1","OMD","Star Kombucha","218106617","Non CBP","1","1","google","2021-11-01 00:00:00.0","11","1060.4","3499.32"
"Tier 1","GroupM","BRAND’S Suntory","295384841","Non CBP","1","1","others","2021-01-01 00:00:00.0","1","184.94999999999996","610.3349999999998"
"Tier 1","GroupM","Nestlé","269296276","CBP","1","1","fb cpas","2021-11-01 00:00:00.0","11","3883.25","6213.200000000001"
"Tier 1","Dentsu","RB Health","61792033","CBP","1","0","fb cpas","2021-05-01 00:00:00.0","5","7010.919999999999","11217.472"
"Tier 1","Dentsu","Mentholatum","138781248","CBP","1","0","google","2021-06-01 00:00:00.0","6","37.07999999999999","59.32799999999999"
"Tier 1","Dentsu","Glico","322645754","Non CBP","1","0","google","2021-06-01 00:00:00.0","6","0.54","1.782"
"Tier 1","Dentsu","Glico","322645754","Non CBP","1","0","others","2021-11-01 00:00:00.0","11","0.8999999999999999","1.44"
"Tier 1","OMD","HP","142007769","Non CBP","1","1","fb cpas","2021-03-01 00:00:00.0","3","2.0999999999999996","6.929999999999999"
"Tier 1","Dentsu","Mentholatum","138781248","CBP","1","0","fb non cpas","2021-01-01 00:00:00.0","1","0.23","0.36800000000000005"
"Tier 2","OnPoint","BRAND’S Suntory","295384841","Non CBP","0","0","fb non cpas","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","GroupM","Shiseido CPC","58411241","CBP","1","1","fb cpas","2021-11-01 00:00:00.0","11","4506.249999999998","7209.999999999997"
"Tier 1","Publicis","L'Oreal CPD","421677475","CBP","1","1","others","2021-07-01 00:00:00.0","7","1281.0000000000005","2049.600000000001"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","fb non cpas","2021-02-01 00:00:00.0","2","103.96","343.068"
"Tier 1","GroupM","Nestlé","108166524","CBP","1","1","others","2021-05-01 00:00:00.0","5","614.1","982.5600000000001"
"Tier 1","GroupM","P&G","89960894","CBP","1","1","fb cpas","2021-10-01 00:00:00.0","10","8655.15","13848.24"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","fb non cpas","2021-01-01 00:00:00.0","1","40.02000000000001","64.03200000000002"
"Tier 1","GroupM","P&G","89960894","CBP","1","1","others","2021-01-01 00:00:00.0","1","3082.3499999999995","4931.759999999999"
"Tier 1","Dentsu","GroupSEB","254657873","CBP","1","0","fb non cpas","2021-12-01 00:00:00.0","12","18.0","28.8"
"Tier 1","GroupM","Shiseido CPC","58411241","CBP","1","1","others","2021-06-01 00:00:00.0","6","192.60000000000002","308.1600000000001"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","fb non cpas","2021-02-01 00:00:00.0","2","1224.29","1958.864"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","fb cpas","2021-06-01 00:00:00.0","6","1174.6000000000001","3876.1800000000003"
"Tier 1","Publicis","L'Oreal CPD","37251933","CBP","1","1","others","2021-10-01 00:00:00.0","10","2148.749999999999","3437.9999999999986"
"Tier 1","GroupM","BRAND’S Suntory","295384841","Non CBP","1","1","google","2021-12-01 00:00:00.0","12","2211.8","7298.9400000000005"
"Tier 1","Publicis","Abbott","148045025","CBP","1","1","fb non cpas","2021-10-01 00:00:00.0","10","1.4","2.2399999999999998"
"Tier 1","GroupM","Huawei","93963889","CBP","1","1","fb non cpas","2021-02-01 00:00:00.0","2","956.3400000000001","1530.1440000000002"
"Tier 2","OnPoint","CJ","253598734","Non CBP","1","1","fb non cpas","2021-02-01 00:00:00.0","2","39.56","130.548"
"Tier 1","GroupM","Unicharm","63521925","CBP","1","1","others","2021-04-01 00:00:00.0","4","1243.8","1990.08"
"Tier 1","GroupM","FCV","127691603","Non CBP","1","1","google","2021-06-01 00:00:00.0","6","12.419999999999995","40.98599999999998"
"Tier 2","1 Digital","Huawei","93963889","CBP","0","0","fb non cpas","2021-08-01 00:00:00.0","8","0.0","0.0"
"Tier 1","Publicis","L'Oreal CPD","37252407","CBP","1","1","fb cpas","2021-11-01 00:00:00.0","11","3980.55","6368.880000000001"
"Tier 1","Dentsu","Philips","284593651","CBP","1","1","fb cpas","2021-10-01 00:00:00.0","10","5314.75","8503.6"
"Tier 1","OMD","Beiersdorf","82297261","Non CBP","1","1","fb non cpas","2021-11-01 00:00:00.0","11","4351.800000000001","14360.940000000002"
"Tier 2","PMAX","Lock&Lock","55771655","CBP","1","1","fb non cpas","2021-07-01 00:00:00.0","7","12520.0","20032.0"
"Tier 1","GroupM","Xiaomi","191065034","Non CBP","1","1","google","2021-11-01 00:00:00.0","11","833.9999999999999","2752.1999999999994"
"Tier 2","Intrepid","Colgate Palmolive","130860061","CBP","0","0","fb non cpas","2021-07-01 00:00:00.0","7","0.0","0.0"
"Tier 1","GroupM","Shiseido CPC","106909158","CBP","1","1","others","2021-07-01 00:00:00.0","7","855.45","1368.7200000000003"
"Tier 1","Dentsu","RB Health","61792033","CBP","1","0","fb cpas","2021-08-01 00:00:00.0","8","7331.450000000001","11730.320000000002"
"Tier 2","Intrepid","Colgate Palmolive","130860061","CBP","0","0","fb cpas","2021-02-01 00:00:00.0","2","0.0","0.0"
"Tier 1","GroupM","Sanofi","165026318","Non CBP","1","1","others","2021-08-01 00:00:00.0","8","0.15","0.49499999999999994"
"Tier 1","Dentsu","Panasonic","189431669","CBP","1","0","google","2021-05-01 00:00:00.0","5","177.48000000000002","283.968"
"Tier 1","GroupM","Nestlé","108166524","CBP","1","1","fb cpas","2021-07-01 00:00:00.0","7","33848.50000000001","54157.60000000001"
"Tier 2","PMAX","Lock&Lock","55771655","CBP","1","1","google","2021-06-01 00:00:00.0","6","3914.999999999999","6263.999999999999"
"Tier 1","GroupM","Perfetti Van Melle","240741596","Non CBP","1","1","google","2021-09-01 00:00:00.0","9","183.20000000000005","604.5600000000002"
"Tier 1","GroupM","BRAND’S Suntory","295384841","Non CBP","1","1","fb cpas","2021-07-01 00:00:00.0","7","302.75","999.0749999999999"
"Tier 2","1 Digital","Huawei","93963889","CBP","0","0","others","2021-06-01 00:00:00.0","6","0.0","0.0"
"Tier 2","OnPoint","Shiseido Prestige","392896126","Non CBP","0","0","fb cpas","2021-11-01 00:00:00.0","11","0.0","0.0"
"Tier 1","Publicis","Samsung","494226323","Non CBP","1","0","fb non cpas","2021-09-01 00:00:00.0","9","469.2","1548.36"
"Tier 1","GroupM","Mars Petcare","55064572","Non CBP","1","1","google","2021-09-01 00:00:00.0","9","1462.2000000000003","4825.26"
"Tier 1","Dentsu","Glico","322645754","Non CBP","1","0","fb cpas","2021-08-01 00:00:00.0","8","0.0","0.0"
"Tier 2","1 Digital","Acer","333430029","Non CBP","0","1","fb non cpas","2021-11-01 00:00:00.0","11","0.0","0.0"
