"tier","agency","principal__l1","shop_id","is_cbp","offsite__managed","paid_ads__managed","metrics","grass_month","month","actual_2021","target_2022"
"Tier 2","OnPoint","Unilever International","39232661","CBP","0","1","google","2021-08-01 00:00:00.0","8","0.0","0.0"
"Tier 2","OnPoint","Brother","310986511","Non CBP","0","1","fb non cpas","2021-06-01 00:00:00.0","6","0.0","0.0"
"Tier 1","GroupM","Shiseido CPC","106909158","CBP","1","1","fb cpas","2021-06-01 00:00:00.0","6","796.3199999999999","1274.112"
"Tier 1","Publicis","Budweiser","145529863","Non CBP","1","1","google","2021-09-01 00:00:00.0","9","0.8","2.64"
"Tier 1","GroupM","Unicharm","63522286","CBP","1","1","others","2021-12-01 00:00:00.0","12","0.75","1.2000000000000002"
"Tier 1","GroupM","Unicharm","63524190","CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","2.4000000000000004","3.8400000000000007"
"Tier 1","GroupM","Perfetti Van Melle","240741596","Non CBP","1","1","google","2021-05-01 00:00:00.0","5","0.8999999999999999","2.9699999999999998"
"Tier 1","GroupM","Unicharm","63522286","CBP","1","1","fb cpas","2021-01-01 00:00:00.0","1","0.8400000000000001","1.3440000000000003"
"Tier 2","OnPoint","Brother","310986511","Non CBP","0","1","fb cpas","2021-09-01 00:00:00.0","9","0.0","0.0"
"Tier 1","GroupM","Nestlé","269296276","CBP","1","1","google","2021-10-01 00:00:00.0","10","0.2","0.32000000000000006"
"Tier 1","GroupM","Nestlé","269296276","CBP","1","1","others","2021-06-01 00:00:00.0","6","0.15","0.24"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","google","2021-09-01 00:00:00.0","9","1265.2000000000005","2024.3200000000008"
"Tier 1","GroupM","Unilever","26947756","CBP","1","1","google","2021-09-01 00:00:00.0","9","166.2","265.92"
"Tier 1","GroupM","Colgate-Palmolive Vietnam","130860061","CBP","1","1","fb non cpas","2021-12-01 00:00:00.0","12","214.79999999999998","343.68"
"Tier 1","GroupM","Vinasoy","192983257","Non CBP","1","1","others","2021-11-01 00:00:00.0","11","1423.6499999999996","4698.044999999998"
"Tier 1","Dentsu","RB Health","61963112","CBP","1","0","google","2021-03-01 00:00:00.0","3","12375.72","19801.152000000002"
"Tier 1","Dentsu","Mentholatum","138781248","CBP","1","0","fb cpas","2021-03-01 00:00:00.0","3","27782.72","44452.352000000006"
"Tier 1","GroupM","Shiseido CPC","27495213","CBP","1","1","google","2021-12-01 00:00:00.0","12","5609.4","8975.039999999999"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","fb cpas","2021-06-01 00:00:00.0","6","538.44","861.5040000000001"
"Tier 2","Intrepid","Panasonic","189431669","CBP","0","1","others","2021-11-01 00:00:00.0","11","0.0","0.0"
"Tier 2","OnPoint","CJ","253598734","Non CBP","1","1","fb non cpas","2021-06-01 00:00:00.0","6","3.22","10.626"
"Tier 1","Dentsu","RB Health","61792033","CBP","1","0","others","2021-05-01 00:00:00.0","5","809.6999999999999","1295.52"
"Tier 1","Dentsu","RB Health","61963112","CBP","1","0","fb cpas","2021-02-01 00:00:00.0","2","141.67999999999998","226.688"
"Tier 1","Publicis","L'Oreal CPD","37252407","CBP","1","1","others","2021-06-01 00:00:00.0","6","60.3","96.48"
"Tier 1","GroupM","Unilever","26947756","CBP","1","1","google","2021-11-01 00:00:00.0","11","10909.399999999998","17455.039999999997"
"Tier 1","GroupM","KC","35284879","CBP","1","1","fb non cpas","2021-11-01 00:00:00.0","11","2504.0","4006.4"
"Tier 1","Dentsu","Hayat","530868942","Non CBP","1","0","fb cpas","2021-12-01 00:00:00.0","12","6285.6500000000015","10057.040000000003"
"Tier 1","OMD","Beiersdorf","61922582","Non CBP","1","1","google","2021-01-01 00:00:00.0","1","1391.9399999999998","4593.401999999999"
"Tier 1","Dentsu","RB Health","61792033","CBP","1","0","others","2021-12-01 00:00:00.0","12","616.0500000000001","985.6800000000002"
"Tier 2","OnPoint","Panasonic","189431669","CBP","0","1","google","2021-04-01 00:00:00.0","4","0.0","0.0"
"Tier 1","Publicis","L'Oreal ACD","37251700","CBP","1","1","fb non cpas","2021-01-01 00:00:00.0","1","763.37","1221.392"
"Tier 1","GroupM","FCV","127691603","Non CBP","1","1","fb non cpas","2021-01-01 00:00:00.0","1","6.900000000000003","22.77000000000001"
"Tier 1","Publicis","L'Oreal CPD","37251933","CBP","1","1","others","2021-03-01 00:00:00.0","3","2577.899999999999","4124.6399999999985"
"Tier 2","OnPoint","BOSCH","75810249","Non CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","272.40000000000003","898.9200000000001"
"Tier 1","Publicis","L'Oreal CPD","37251933","CBP","1","1","fb non cpas","2021-07-01 00:00:00.0","7","13.799999999999997","22.08"
"Tier 2","OnPoint","Unilever International","39232661","CBP","0","1","fb cpas","2021-06-01 00:00:00.0","6","0.0","0.0"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","others","2021-01-01 00:00:00.0","1","865.6500000000001","1385.0400000000002"
"Tier 1","GroupM","Unicharm","63522286","CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","7185.1500000000015","11496.240000000003"
"Tier 1","GroupM","Shiseido CPC","106909158","CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","2648.8","4238.080000000001"
"Tier 1","Publicis","L'Oreal PPD","487013605","Non CBP","1","1","google","2021-10-01 00:00:00.0","10","231.00000000000003","762.3000000000001"
"Tier 1","GroupM","P&G","90366612","CBP","1","1","others","2021-03-01 00:00:00.0","3","1826.5499999999997","2922.4799999999996"
"Tier 1","Dentsu","Mentholatum","59597911","CBP","1","0","others","2021-04-01 00:00:00.0","4","41.7","66.72000000000001"
"Tier 2","PMAX","Logitech","52679373","Non CBP","1","0","fb cpas","2021-12-01 00:00:00.0","12","5211.499999999999","17197.949999999997"
"Tier 2","PMAX","Logitech","52679373","Non CBP","1","0","fb cpas","2021-03-01 00:00:00.0","3","4617.900000000001","15239.070000000002"
"Tier 1","Publicis","L'Oreal CPD","37252407","CBP","1","1","google","2021-09-01 00:00:00.0","9","0.4","0.6400000000000001"
"Tier 1","OMD","SC Johnson","340382054","Non CBP","1","1","fb cpas","2021-10-01 00:00:00.0","10","1346.45","4443.285"
"Tier 1","OMD","Sanofi","165026318","Non CBP","1","1","google","2021-09-01 00:00:00.0","9","0.4","1.32"
"Tier 1","GroupM","Unilever","344198140","CBP","1","1","fb non cpas","2021-11-01 00:00:00.0","11","0.8","1.2800000000000002"
"Tier 1","GroupM","OPPO","25452983","Non CBP","1","1","others","2021-01-01 00:00:00.0","1","0.3","0.9899999999999999"
"Tier 1","GroupM","Unilever","111138057","CBP","1","1","others","2021-03-01 00:00:00.0","3","18365.100000000002","29384.160000000003"
"Tier 1","GroupM","Nestlé","108166524","CBP","1","1","fb non cpas","2021-04-01 00:00:00.0","4","17740.820000000003","28385.312000000005"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","google","2021-05-01 00:00:00.0","5","523.44","837.5040000000001"
"Tier 2","Intrepid","supersportsvn","82611496","Non CBP","1","0","fb cpas","2021-10-01 00:00:00.0","10","3854.25","12719.025"
"Tier 1","GroupM","Shiseido CPC","106909158","CBP","1","1","google","2021-09-01 00:00:00.0","9","1308.8","2094.08"
"Tier 1","OMD","Sanofi","165026318","Non CBP","1","1","google","2021-11-01 00:00:00.0","11","2438.4","8046.72"
"Tier 1","Publicis","L'Oreal ACD","37251700","CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","8635.200000000003","13816.320000000005"
"Tier 1","GroupM","Shiseido CPC","27495213","CBP","1","1","fb cpas","2021-04-01 00:00:00.0","4","2232.440000000001","3571.904000000002"
"Tier 1","Dentsu","RB Health","61792033","CBP","1","0","fb non cpas","2021-10-01 00:00:00.0","10","5208.599999999999","8333.76"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","google","2021-01-01 00:00:00.0","1","2447.25","3915.6000000000004"
"Tier 1","Dentsu","Mentholatum","138781248","CBP","1","0","others","2021-03-01 00:00:00.0","3","40.04999999999998","64.07999999999997"
"Tier 1","Publicis","L'Oreal CPD","37252407","CBP","1","1","others","2021-05-01 00:00:00.0","5","225.60000000000005","360.9600000000001"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","fb non cpas","2021-07-01 00:00:00.0","7","1355.6000000000004","4473.480000000001"
"Tier 1","Dentsu","Mentholatum","138781248","CBP","1","0","google","2021-05-01 00:00:00.0","5","14.939999999999998","23.903999999999996"
"Tier 1","Dentsu","Mentholatum","138781248","CBP","1","0","fb non cpas","2021-04-01 00:00:00.0","4","8.05","12.880000000000003"
"Tier 2","OnPoint","Brother","310986511","Non CBP","0","1","fb non cpas","2021-07-01 00:00:00.0","7","0.0","0.0"
"Tier 1","GroupM","Nestlé","269296276","CBP","1","1","fb non cpas","2021-04-01 00:00:00.0","4","38.41","61.455999999999996"
"Tier 1","OMD","LG Electronics","95303264","CBP","1","1","others","2021-07-01 00:00:00.0","7","7.800000000000001","12.480000000000002"
"Tier 1","GroupM","BRAND’S Suntory","295384841","Non CBP","1","1","others","2021-05-01 00:00:00.0","5","8660.85","28580.805"
"Tier 1","GroupM","Mars Petcare","55064572","Non CBP","1","1","fb non cpas","2021-04-01 00:00:00.0","4","71.53","236.04899999999998"
"Tier 1","GroupM","Shiseido CPC","27495213","CBP","1","1","others","2021-01-01 00:00:00.0","1","39.14999999999999","62.639999999999986"
"Tier 1","Dentsu","Mentholatum","95753434","CBP","1","0","fb cpas","2021-05-01 00:00:00.0","5","390.6000000000001","624.9600000000002"
"Tier 1","GroupM","P&G","90366612","CBP","1","1","others","2021-04-01 00:00:00.0","4","1786.6499999999999","2858.64"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","fb cpas","2021-08-01 00:00:00.0","8","25.899999999999995","41.44"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","fb cpas","2021-02-01 00:00:00.0","2","103.60000000000001","165.76000000000002"
"Tier 2","OnPoint","Brother","310986511","Non CBP","0","1","others","2021-03-01 00:00:00.0","3","0.0","0.0"
"Tier 2","1 Digital","Acer","333430029","Non CBP","0","1","fb cpas","2021-07-01 00:00:00.0","7","0.0","0.0"
"Tier 1","OMD","HP","142007769","Non CBP","1","1","others","2021-10-01 00:00:00.0","10","0.6000000000000001","1.9800000000000002"
"Tier 1","GroupM","P&G","148910286","CBP","1","1","fb non cpas","2021-10-01 00:00:00.0","10","234.0","374.40000000000003"
"Tier 2","OnPoint","Shiseido Prestige","392896126","Non CBP","0","0","fb non cpas","2021-10-01 00:00:00.0","10","0.0","0.0"
"Tier 1","Publicis","Abbott","148045025","CBP","1","1","others","2021-08-01 00:00:00.0","8","351.3","562.08"
"Tier 1","GroupM","P&G","89960894","CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","10622.5","16996.0"
"Tier 1","GroupM","BRAND’S Suntory","295384841","Non CBP","1","1","google","2021-10-01 00:00:00.0","10","3.6","11.879999999999999"
"Tier 1","GroupM","P&G","89960894","CBP","1","1","fb cpas","2021-01-01 00:00:00.0","1","937.1600000000001","1499.4560000000001"
"Tier 1","GroupM","Shiseido CPC","106909158","CBP","1","1","google","2021-08-01 00:00:00.0","8","286.80000000000007","458.8800000000001"
"Tier 1","GroupM","Unicharm","63521925","CBP","1","1","others","2021-11-01 00:00:00.0","11","3292.8","5268.4800000000005"
"Tier 2","OnPoint","Shiseido Prestige","392896126","Non CBP","0","0","fb non cpas","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","Dentsu","RB Health","61963112","CBP","1","0","others","2021-05-01 00:00:00.0","5","140.69999999999996","225.11999999999995"
"Tier 1","GroupM","Vinasoy","192983257","Non CBP","1","1","fb non cpas","2021-10-01 00:00:00.0","10","73.60000000000001","242.88000000000002"
"Tier 1","Publicis","Abbott","148045025","CBP","1","1","google","2021-11-01 00:00:00.0","11","35556.600000000006","56890.56000000001"
"Tier 1","Publicis","Abbott","148045025","CBP","1","1","fb non cpas","2021-01-01 00:00:00.0","1","4.37","6.992000000000001"
"Tier 1","GroupM","Shiseido CPC","27495213","CBP","1","1","google","2021-09-01 00:00:00.0","9","4231.0","6769.6"
"Tier 1","GroupM","Unilever","26947756","CBP","1","1","fb cpas","2021-06-01 00:00:00.0","6","6755.56","10808.896"
"Tier 1","GroupM","Unicharm","63521925","CBP","1","1","fb non cpas","2021-03-01 00:00:00.0","3","1421.3999999999999","2274.24"
"Tier 2","Intrepid","Panasonic","189431669","CBP","0","1","fb cpas","2021-09-01 00:00:00.0","9","0.0","0.0"
"Tier 1","Publicis","L'Oreal ACD","37251700","CBP","1","1","fb non cpas","2021-11-01 00:00:00.0","11","4783.399999999999","7653.439999999999"
"Tier 2","PMAX","LG Beauty","199300768","CBP","1","0","fb cpas","2021-09-01 00:00:00.0","9","15589.349999999991","24942.95999999999"
"Tier 1","GroupM","Shiseido CPC","58411241","CBP","1","1","google","2021-01-01 00:00:00.0","1","752.4000000000001","1203.8400000000001"
"Tier 1","Dentsu","RB Health","328910017","Non CBP","1","0","fb cpas","2021-10-01 00:00:00.0","10","25603.199999999997","40965.119999999995"
"Tier 1","GroupM","Unilever","26947756","CBP","1","1","fb non cpas","2021-05-01 00:00:00.0","5","12829.86","20527.776"
"Tier 2","OnPoint","Kamart","89771749","Non CBP","0","0","others","2021-07-01 00:00:00.0","7","0.0","0.0"
"Tier 1","GroupM","Shiseido CPC","106909158","CBP","1","1","google","2021-11-01 00:00:00.0","11","147.59999999999997","236.15999999999997"
"Tier 1","Publicis","Budweiser","145529863","Non CBP","1","1","google","2021-06-01 00:00:00.0","6","2.16","7.128"
"Tier 1","OMD","Beiersdorf","82297261","Non CBP","1","1","fb cpas","2021-02-01 00:00:00.0","2","0.28","0.924"
"Tier 2","PMAX","Logitech","52679373","Non CBP","1","0","google","2021-03-01 00:00:00.0","3","0.18","0.594"
"Tier 1","GroupM","Nestlé","108166524","CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","22843.1","36548.96"
"Tier 1","GroupM","Perfetti Van Melle","240741596","Non CBP","1","1","fb non cpas","2021-06-01 00:00:00.0","6","61.40999999999999","202.65299999999996"
"Tier 1","GroupM","Shiseido Prestige","392896126","Non CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","67.60000000000001","223.08"
"Tier 1","Publicis","L'Oreal ACD","37147137","CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","138.0","220.8"
"Tier 1","Dentsu","Mentholatum","59597911","CBP","1","0","fb cpas","2021-11-01 00:00:00.0","11","9716.699999999999","15546.72"
"Tier 1","Dentsu","Mentholatum","164940823","CBP","1","0","google","2021-09-01 00:00:00.0","9","20.4","32.64"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","google","2021-09-01 00:00:00.0","9","70.00000000000001","112.00000000000003"
"Tier 1","GroupM","Shiseido CPC","27495213","CBP","1","1","google","2021-08-01 00:00:00.0","8","23395.2","37432.32"
"Tier 1","GroupM","KC","35284879","CBP","1","1","fb non cpas","2021-08-01 00:00:00.0","8","6.800000000000001","10.880000000000003"
"Tier 1","GroupM","Mars Petcare","55064572","Non CBP","1","1","fb non cpas","2021-03-01 00:00:00.0","3","126.96000000000002","418.9680000000001"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","fb cpas","2021-07-01 00:00:00.0","7","8129.099999999999","13006.56"
"Tier 1","Dentsu","RB Health","328910017","Non CBP","1","0","google","2021-07-01 00:00:00.0","7","78.80000000000001","260.04"
"Tier 1","GroupM","OPPO","25452983","Non CBP","1","1","google","2021-12-01 00:00:00.0","12","0.6000000000000001","1.9800000000000002"
"Tier 1","Dentsu","Mentholatum","59597911","CBP","1","0","fb non cpas","2021-11-01 00:00:00.0","11","648.1999999999999","1037.12"
"Tier 1","Publicis","L'Oreal ACD","37147137","CBP","1","1","google","2021-05-01 00:00:00.0","5","1296.0","2073.6"
"Tier 1","GroupM","Sanofi","165026318","Non CBP","1","1","fb cpas","2021-05-01 00:00:00.0","5","209.16","690.228"
"Tier 1","Dentsu","Mentholatum","59597911","CBP","1","0","fb non cpas","2021-06-01 00:00:00.0","6","48.760000000000005","78.01600000000002"
"Tier 2","PMAX","Unilever","219192749","CBP","1","0","fb non cpas","2021-05-01 00:00:00.0","5","0.92","1.4720000000000002"
"Tier 2","OnPoint","Kamart","89771749","Non CBP","0","0","others","2021-08-01 00:00:00.0","8","0.0","0.0"
"Tier 1","OMD","Sanofi","165026318","Non CBP","1","1","fb cpas","2021-04-01 00:00:00.0","4","1738.2399999999998","5736.191999999999"
"Tier 1","Dentsu","KAO","158660528","CBP","1","0","fb non cpas","2021-10-01 00:00:00.0","10","1605.4","2568.6400000000003"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","google","2021-07-01 00:00:00.0","7","2710.4","4336.64"
"Tier 1","GroupM","Unicharm","63522286","CBP","1","1","google","2021-02-01 00:00:00.0","2","1430.8199999999997","2289.3119999999994"
"Tier 1","GroupM","Karcher","45544299","Non CBP","1","1","others","2021-10-01 00:00:00.0","10","0.15","0.49499999999999994"
"Tier 1","Publicis","Budweiser","145529863","Non CBP","1","1","google","2021-05-01 00:00:00.0","5","1.3499999999999999","4.454999999999999"
"Tier 1","GroupM","KC","35284879","CBP","1","1","others","2021-03-01 00:00:00.0","3","2.25","3.6"
"Tier 1","Dentsu","Mentholatum","164940823","CBP","1","0","others","2021-06-01 00:00:00.0","6","5.400000000000001","8.640000000000002"
"Tier 2","PMAX","Unilever","219192749","CBP","1","0","others","2021-09-01 00:00:00.0","9","54.44999999999999","87.11999999999999"
"Tier 1","Dentsu","Panasonic","189431669","CBP","1","0","others","2021-09-01 00:00:00.0","9","1.2","1.92"
"Tier 1","GroupM","Perfetti Van Melle","240741596","Non CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","2164.7999999999997","7143.839999999998"
"Tier 2","PMAX","Unilever","219192749","CBP","1","0","fb cpas","2021-03-01 00:00:00.0","3","81.2","129.92000000000002"
"Tier 2","OnPoint","Brother","310986511","Non CBP","0","1","fb cpas","2021-10-01 00:00:00.0","10","0.0","0.0"
"Tier 2","OnPoint","Brother","310986511","Non CBP","0","1","fb non cpas","2021-03-01 00:00:00.0","3","0.0","0.0"
"Tier 2","OnPoint","Kamart","89771749","Non CBP","0","0","fb non cpas","2021-06-01 00:00:00.0","6","0.0","0.0"
"Tier 1","GroupM","Lavie","244183031","Non CBP","1","1","fb cpas","2021-03-01 00:00:00.0","3","9.520000000000001","31.416000000000004"
"Tier 1","Publicis","Budweiser","145529863","Non CBP","1","1","google","2021-04-01 00:00:00.0","4","1.2599999999999998","4.1579999999999995"
"Tier 2","1 Digital","Seagate","279742060","Non CBP","0","0","fb non cpas","2021-01-01 00:00:00.0","1","0.0","0.0"
"Tier 1","Dentsu","Bitis","25211549","CBP","1","0","google","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","Publicis","L'Oreal CPD","421677475","CBP","1","1","google","2021-12-01 00:00:00.0","12","3596.7999999999993","5754.879999999999"
"Tier 1","GroupM","OPPO","25452983","Non CBP","1","1","others","2021-09-01 00:00:00.0","9","10.399999999999999","34.31999999999999"
"Tier 1","GroupM","Colgate-Palmolive Vietnam","130860061","CBP","1","1","others","2021-08-01 00:00:00.0","8","4716.0","7545.6"
"Tier 1","OMD","HP","142007769","Non CBP","1","1","fb non cpas","2021-08-01 00:00:00.0","8","1.0","3.3"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","others","2021-04-01 00:00:00.0","4","29.250000000000004","46.80000000000001"
"Tier 1","GroupM","P&G","89960894","CBP","1","1","fb non cpas","2021-04-01 00:00:00.0","4","478.86000000000007","766.1760000000002"
"Tier 1","GroupM","Unicharm","63521925","CBP","1","1","fb non cpas","2021-05-01 00:00:00.0","5","8.280000000000003","13.248000000000005"
"Tier 2","PMAX","LG Beauty","199300768","CBP","1","0","others","2021-11-01 00:00:00.0","11","3332.4","5331.84"
"Tier 1","GroupM","KC","35284879","CBP","1","1","fb non cpas","2021-05-01 00:00:00.0","5","77.28","123.64800000000001"
"Tier 1","GroupM","Xiaomi","191065034","Non CBP","1","1","fb non cpas","2021-02-01 00:00:00.0","2","69.46","229.21799999999996"
"Tier 2","1 Digital","Huawei","93963889","CBP","0","0","google","2021-03-01 00:00:00.0","3","0.0","0.0"
"Tier 2","OnPoint","Panasonic","189431669","CBP","0","1","google","2021-07-01 00:00:00.0","7","0.0","0.0"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","fb non cpas","2021-12-01 00:00:00.0","12","258.80000000000007","414.08000000000015"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","fb cpas","2021-06-01 00:00:00.0","6","4.480000000000002","7.168000000000004"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","fb non cpas","2021-08-01 00:00:00.0","8","7406.400000000001","11850.240000000002"
"Tier 1","Dentsu","Mentholatum","95753434","CBP","1","0","fb non cpas","2021-09-01 00:00:00.0","9","270.2","432.32"
"Tier 2","1 Digital","Huawei","93963889","CBP","0","0","others","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","fb non cpas","2021-12-01 00:00:00.0","12","5499.6","8799.36"
"Tier 1","Publicis","L'Oreal CPD","37251933","CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","4555.95","7289.52"
"Tier 1","GroupM","Xiaomi","191065034","Non CBP","1","1","google","2021-04-01 00:00:00.0","4","1495.4400000000005","4934.952000000001"
"Tier 1","GroupM","FCV","127691603","Non CBP","1","1","google","2021-09-01 00:00:00.0","9","12.4","40.92"
"Tier 1","GroupM","Sanofi","165026318","Non CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","0.7","2.3099999999999996"
"Tier 1","Publicis","L'Oreal CPD","37251933","CBP","1","1","google","2021-10-01 00:00:00.0","10","3211.3999999999996","5138.24"
"Tier 1","Dentsu","Panasonic","189431669","CBP","1","0","fb non cpas","2021-01-01 00:00:00.0","1","65.32","104.512"
"Tier 1","Dentsu","Mentholatum","95753434","CBP","1","0","others","2021-04-01 00:00:00.0","4","0.9","1.4400000000000002"
"Tier 1","Dentsu","Heineken","453043569","Non CBP","1","1","fb cpas","2021-11-01 00:00:00.0","11","113.74999999999999","182.0"
"Tier 1","OMD","Electrolux","331346099","Non CBP","1","1","google","2021-12-01 00:00:00.0","12","484.6000000000001","1599.18"
"Tier 2","OnPoint","Taisun","132894999","Non CBP","0","1","fb cpas","2021-05-01 00:00:00.0","5","0.0","0.0"
"Tier 2","OnPoint","CJ","253598734","Non CBP","1","1","google","2021-08-01 00:00:00.0","8","0.6000000000000001","1.9800000000000002"
"Tier 1","GroupM","Karcher","45544299","Non CBP","1","1","fb cpas","2021-02-01 00:00:00.0","2","0.0","0.0"
"Tier 1","Dentsu","RB Health","61963112","CBP","1","0","google","2021-04-01 00:00:00.0","4","2104.2","3366.72"
"Tier 1","Publicis","Samsung","65589552","CBP","1","1","fb non cpas","2021-03-01 00:00:00.0","3","20974.620000000003","33559.39200000001"
"Tier 1","GroupM","P&G","148910286","CBP","1","1","fb cpas","2021-01-01 00:00:00.0","1","1414.8400000000001","2263.744"
"Tier 1","GroupM","FCV","127691603","Non CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","3447.499999999999","11376.749999999996"
"Tier 1","Publicis","L'Oreal CPD","37251933","CBP","1","1","google","2021-02-01 00:00:00.0","2","1408.68","2253.8880000000004"
"Tier 1","GroupM","Colgate-Palmolive Vietnam","130860061","CBP","1","1","fb cpas","2021-07-01 00:00:00.0","7","3958.85","6334.16"
"Tier 1","GroupM","Perfetti Van Melle","240741596","Non CBP","1","1","fb non cpas","2021-01-01 00:00:00.0","1","216.20000000000002","713.46"
"Tier 1","OMD","Electrolux","331346099","Non CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","1879.8500000000001","6203.505"
"Tier 2","OnPoint","BRAND’S Suntory","295384841","Non CBP","0","0","fb non cpas","2021-03-01 00:00:00.0","3","0.0","0.0"
"Tier 1","Dentsu","Mentholatum","95753434","CBP","1","0","fb non cpas","2021-12-01 00:00:00.0","12","1299.8000000000004","2079.6800000000007"
"Tier 1","GroupM","Unilever","26947756","CBP","1","1","others","2021-11-01 00:00:00.0","11","1945.3500000000004","3112.560000000001"
"Tier 1","GroupM","Shiseido Prestige","392896126","Non CBP","1","1","fb non cpas","2021-08-01 00:00:00.0","8","790.8000000000001","2609.64"
"Tier 2","OnPoint","L'Oreal PPD","487013605","Non CBP","0","0","google","2021-08-01 00:00:00.0","8","0.0","0.0"
"Tier 1","GroupM","Xiaomi","191065034","Non CBP","1","1","others","2021-11-01 00:00:00.0","11","2.5999999999999996","8.579999999999998"
"Tier 1","GroupM","Colgate-Palmolive Vietnam","130860061","CBP","1","1","fb cpas","2021-04-01 00:00:00.0","4","1339.5200000000004","2143.232000000001"
"Tier 1","GroupM","Shiseido CPC","58411241","CBP","1","1","fb non cpas","2021-05-01 00:00:00.0","5","406.1800000000001","649.8880000000003"
"Tier 1","Dentsu","GroupSEB","254657873","CBP","1","0","fb cpas","2021-09-01 00:00:00.0","9","22978.55000000001","36765.680000000015"
"Tier 2","Intrepid","Panasonic","189431669","CBP","0","1","google","2021-01-01 00:00:00.0","1","0.0","0.0"
"Tier 2","OnPoint","BRAND’S Suntory","295384841","Non CBP","0","0","fb non cpas","2021-08-01 00:00:00.0","8","0.0","0.0"
"Tier 1","GroupM","Huawei","93963889","CBP","1","1","fb cpas","2021-01-01 00:00:00.0","1","9034.800000000001","14455.680000000002"
"Tier 1","GroupM","FCV","127691603","Non CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","1685.9499999999996","5563.634999999998"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","others","2021-04-01 00:00:00.0","4","517.0500000000001","827.2800000000002"
"Tier 1","Publicis","L'Oreal CPD","37251933","CBP","1","1","others","2021-06-01 00:00:00.0","6","736.5","1178.4"
"Tier 1","GroupM","P&G","89960894","CBP","1","1","google","2021-10-01 00:00:00.0","10","3079.2000000000003","4926.720000000001"
"Tier 1","Publicis","Budweiser","145529863","Non CBP","1","1","google","2021-01-01 00:00:00.0","1","3.2399999999999998","10.691999999999998"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","fb non cpas","2021-02-01 00:00:00.0","2","142.83000000000004","471.3390000000001"
"Tier 2","1 Digital","Seagate","279742060","Non CBP","0","0","fb cpas","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 2","OnPoint","Zuellig pharma","569193627","Non CBP","0","0","others","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","GroupM","Unicharm","63524190","CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","8.749999999999998","13.999999999999998"
"Tier 1","Dentsu","RB Health","332890699","Non CBP","1","0","others","2021-08-01 00:00:00.0","8","0.15","0.24"
"Tier 2","OnPoint","BRAND’S Suntory","295384841","Non CBP","0","0","fb cpas","2021-06-01 00:00:00.0","6","0.0","0.0"
"Tier 1","Publicis","L'Oreal CPD","37251933","CBP","1","1","google","2021-11-01 00:00:00.0","11","13075.2","20920.320000000003"
"Tier 1","GroupM","Sanofi","165026318","Non CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","388.1500000000001","1280.8950000000002"
"Tier 1","Dentsu","RB Health","61792033","CBP","1","0","fb non cpas","2021-05-01 00:00:00.0","5","3961.06","6337.696"
"Tier 2","Intrepid","Colgate Palmolive","130860061","CBP","0","0","fb cpas","2021-01-01 00:00:00.0","1","0.0","0.0"
"Tier 2","OnPoint","BOSCH","75810249","Non CBP","1","1","others","2021-11-01 00:00:00.0","11","202.80000000000004","669.2400000000001"
